model.dimensions.length,model.dimensions.width,model.dimensions.height,model.tank_volume,model.rotors.number,model.nozzles.number,model.swath_width.min,model.swath_width.max,experiment.weather.temperature.min,experiment.weather.temperature.max,experiment.weather.humidity.min,experiment.weather.humidity.max,experiment.weather.velocity.min,experiment.weather.velocity.max,experiment.params.height,experiment.params.flight_speed,experiment.params.spray_volume,plant.name_tea,plant.name_wheat,model.name_AGRAS T20,model.name_AGRAS T30,model.name_AGRAS T40,model.nozzles.type_LX8060SZ,model.nozzles.type_SX11001VS,model.nozzles.type_XR110015,model.water_pump.type_diaphragm pump,model.water_pump.type_magnetic drive impeller pump,model.water_pump.type_plunger pump,experiment.params.atomization_diameter_coarse,experiment.params.atomization_diameter_fine,experiment.params.atomization_diameter_medium,experiment.params.atomization_diameter_off,experiment.results.coverage.value
2.8,3.2,0.8,40,8,2,11,11,22.689,30.775,49.272,69.736,0.202,1.554,1.994,2.92,64.625,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.138
2.8,3.2,0.8,40,8,2,11,11,23.728,31.358,49.415,72.402,0.197,1.586,1.882,2.735,60.578,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.303
2.8,3.2,0.8,40,8,2,11,11,23.496,30.916,47.127,73.023,0.203,1.715,2.072,3.208,64.724,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.232
2.8,3.2,0.8,40,8,2,11,11,23.0,31.0,48.0,72.0,0.2,1.6,3.5,3.0,60.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.7
2.8,3.2,0.8,40,8,2,11,11,23.34,30.965,48.753,70.281,0.205,1.523,3.549,3.174,61.198,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.628
2.8,3.2,0.8,40,8,2,11,11,22.845,31.416,48.319,71.011,0.198,1.519,3.416,2.79,56.728,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.648
2.8,3.2,0.8,40,8,2,11,11,23.016,30.491,47.882,70.248,0.211,1.669,3.302,2.866,62.697,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.833
2.8,3.2,0.8,40,8,2,11,11,22.395,30.887,49.63,72.122,0.199,1.613,3.514,3.019,61.317,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.59
2.8,3.2,0.8,40,8,2,11,11,22.408,31.635,49.161,71.757,0.206,1.641,3.604,3.052,57.09,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.834
2.8,3.2,0.8,40,8,2,11,11,22.796,31.008,46.928,70.984,0.216,1.688,3.538,3.108,58.625,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.792
2.8,3.2,0.8,40,8,2,11,11,22.62,31.623,47.016,72.317,0.217,1.51,3.335,2.919,64.924,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.769
2.8,3.2,0.8,40,8,2,11,11,22.705,31.496,47.593,70.139,0.203,1.583,3.464,2.926,57.133,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.657
2.8,3.2,0.8,40,8,2,11,11,23.577,30.828,48.391,71.831,0.208,1.482,3.401,3.174,60.559,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.767
2.8,3.2,0.8,40,8,2,11,11,23.0,31.0,48.0,72.0,0.2,1.6,5.0,3.0,60.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.2
2.8,3.2,0.8,40,8,2,11,11,22.796,30.625,48.958,73.091,0.185,1.603,5.032,3.026,63.298,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.238
2.8,3.2,0.8,40,8,2,11,11,23.1,30.488,49.05,71.509,0.211,1.59,5.08,2.939,62.756,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.317
2.8,3.2,0.8,40,8,2,11,11,23.451,32.004,47.889,69.913,0.205,1.675,4.974,3.145,56.115,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.156
2.8,3.2,0.8,40,8,2,11,11,23.381,30.485,48.813,70.862,0.199,1.681,4.727,3.056,56.13,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.283
2.8,3.2,0.8,40,8,2,11,11,23.194,29.924,48.528,73.933,0.197,1.661,5.252,2.962,57.086,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.282
2.8,3.2,0.8,40,8,2,11,11,23.112,30.881,48.608,69.646,0.193,1.516,5.282,3.05,62.814,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.211
2.8,3.2,0.8,40,8,2,11,11,22.716,31.2,48.715,71.898,0.213,1.645,5.278,3.116,57.136,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.318
2.8,3.2,0.8,40,8,2,11,11,22.663,31.842,47.236,73.303,0.202,1.509,5.042,3.123,61.831,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.31
2.8,3.2,0.8,40,8,2,11,11,22.565,30.605,49.019,72.966,0.213,1.532,4.68,3.09,65.01,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.157
2.8,3.2,0.8,40,8,2,11,11,23.0,31.0,48.0,72.0,0.2,1.6,2.0,3.0,105.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.9
2.8,3.2,0.8,40,8,2,11,11,22.855,31.495,48.892,73.614,0.214,1.503,1.921,3.145,99.967,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.997
2.8,3.2,0.8,40,8,2,11,11,23.051,29.753,47.299,73.11,0.202,1.633,2.13,2.867,108.827,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.836
2.8,3.2,0.8,40,8,2,11,11,23.413,31.943,47.205,69.975,0.193,1.57,1.967,2.882,104.974,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.843
2.8,3.2,0.8,40,8,2,11,11,22.177,31.261,48.84,69.653,0.193,1.508,2.106,2.863,107.581,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.009
2.8,3.2,0.8,40,8,2,11,11,22.731,30.49,49.392,71.173,0.203,1.604,1.823,3.176,102.146,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.779
2.8,3.2,0.8,40,8,2,11,11,23.529,30.028,46.694,70.354,0.187,1.587,1.98,2.838,109.079,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.811
2.8,3.2,0.8,40,8,2,11,11,22.744,31.084,47.508,69.906,0.199,1.574,2.125,3.061,107.418,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.977
2.8,3.2,0.8,40,8,2,11,11,23.269,31.219,48.832,69.36,0.202,1.655,1.991,2.929,105.651,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.155
2.8,3.2,0.8,40,8,2,11,11,22.017,31.098,47.018,73.822,0.2,1.481,2.115,2.863,103.194,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.757
2.8,3.2,0.8,40,8,2,11,11,23.0,31.0,48.0,72.0,0.2,1.6,3.5,3.0,105.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.7
2.8,3.2,0.8,40,8,2,11,11,22.76,29.755,47.326,74.385,0.197,1.587,3.659,2.727,98.436,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.829
2.8,3.2,0.8,40,8,2,11,11,22.429,32.421,47.143,72.294,0.196,1.528,3.647,2.987,112.495,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.478
2.8,3.2,0.8,40,8,2,11,11,22.919,31.509,47.611,70.235,0.185,1.591,3.544,3.11,101.253,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.57
2.8,3.2,0.8,40,8,2,11,11,22.767,30.53,47.012,73.768,0.207,1.641,3.288,3.165,102.023,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.511
2.8,3.2,0.8,40,8,2,11,11,23.191,31.261,49.024,73.459,0.197,1.7,3.649,3.054,101.442,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.791
2.8,3.2,0.8,40,8,2,11,11,22.442,31.399,47.292,71.242,0.195,1.462,3.591,3.035,96.113,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.731
2.8,3.2,0.8,40,8,2,11,11,23.795,30.263,47.329,70.241,0.192,1.72,3.398,2.92,107.832,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.981
2.8,3.2,0.8,40,8,2,11,11,23.68,31.65,47.264,70.949,0.211,1.668,3.399,3.067,108.479,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.642
2.8,3.2,0.8,40,8,2,11,11,24.068,31.55,47.089,73.377,0.209,1.609,3.661,3.175,100.464,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.726
2.8,3.2,0.8,40,8,2,11,11,23.0,31.0,48.0,72.0,0.2,1.6,5.0,3.0,105.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.5
2.8,3.2,0.8,40,8,2,11,11,22.523,30.377,48.467,70.653,0.191,1.548,4.822,3.181,109.737,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.446
2.8,3.2,0.8,40,8,2,11,11,22.635,31.487,47.746,72.065,0.187,1.618,4.836,3.025,107.108,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.336
2.8,3.2,0.8,40,8,2,11,11,22.54,31.732,47.688,70.936,0.196,1.642,5.266,3.014,108.181,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.366
2.8,3.2,0.8,40,8,2,11,11,22.622,31.375,47.304,73.727,0.192,1.656,5.0,2.837,112.582,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.67
2.8,3.2,0.8,40,8,2,11,11,23.083,29.709,48.918,73.368,0.196,1.631,4.77,2.89,105.741,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.402
2.8,3.2,0.8,40,8,2,11,11,22.608,30.306,48.887,72.898,0.208,1.514,5.255,3.23,106.034,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.658
2.8,3.2,0.8,40,8,2,11,11,23.181,31.345,47.902,72.851,0.185,1.652,5.046,2.973,98.632,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.529
2.8,3.2,0.8,40,8,2,11,11,23.866,30.643,48.499,73.816,0.216,1.673,4.869,3.025,97.317,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.515
2.8,3.2,0.8,40,8,2,11,11,23.644,30.812,48.644,69.733,0.201,1.54,4.887,3.013,104.878,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.5
2.8,3.2,0.8,40,8,2,11,11,23.0,31.0,48.0,72.0,0.2,1.6,2.0,3.0,150.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.8
2.8,3.2,0.8,40,8,2,11,11,23.425,31.44,47.644,69.826,0.199,1.591,2.018,2.982,153.277,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.935
2.8,3.2,0.8,40,8,2,11,11,22.709,29.909,49.524,69.348,0.198,1.535,1.894,3.017,151.632,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.738
2.8,3.2,0.8,40,8,2,11,11,22.892,30.78,48.742,72.093,0.195,1.617,1.929,3.209,146.052,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.799
2.8,3.2,0.8,40,8,2,11,11,23.739,32.389,47.973,73.156,0.193,1.536,2.028,2.92,147.802,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.473
2.8,3.2,0.8,40,8,2,11,11,22.492,31.198,49.786,70.748,0.2,1.618,1.928,2.863,144.849,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13.074
2.8,3.2,0.8,40,8,2,11,11,22.5,31.071,45.907,73.596,0.199,1.618,1.936,2.943,154.928,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.851
2.8,3.2,0.8,40,8,2,11,11,22.356,30.91,46.578,72.097,0.188,1.702,2.002,3.124,145.881,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.685
2.8,3.2,0.8,40,8,2,11,11,23.086,31.221,47.283,69.41,0.202,1.655,1.93,2.884,155.158,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.709
2.8,3.2,0.8,40,8,2,11,11,23.321,31.008,49.221,70.205,0.2,1.543,2.098,3.015,140.68,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.614
2.8,3.2,0.8,40,8,2,11,11,23.0,31.0,48.0,72.0,0.2,1.6,3.5,3.0,150.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.7
2.8,3.2,0.8,40,8,2,11,11,23.407,31.154,46.396,72.426,0.191,1.588,3.645,3.044,151.746,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.907
2.8,3.2,0.8,40,8,2,11,11,23.241,31.66,47.441,71.964,0.207,1.553,3.73,2.837,144.688,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13.046
2.8,3.2,0.8,40,8,2,11,11,23.141,30.135,46.822,70.842,0.21,1.645,3.568,2.93,143.989,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.745
2.8,3.2,0.8,40,8,2,11,11,24.089,31.36,47.169,73.452,0.194,1.559,3.491,3.107,148.617,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.849
2.8,3.2,0.8,40,8,2,11,11,22.843,32.097,49.296,70.273,0.189,1.608,3.365,3.008,155.986,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.87
2.8,3.2,0.8,40,8,2,11,11,23.791,30.186,45.971,68.957,0.212,1.689,3.445,2.954,146.534,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.438
2.8,3.2,0.8,40,8,2,11,11,22.775,30.353,49.856,71.492,0.211,1.656,3.494,3.244,144.282,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.679
2.8,3.2,0.8,40,8,2,11,11,22.407,31.496,46.957,70.533,0.213,1.592,3.563,2.868,142.913,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.921
2.8,3.2,0.8,40,8,2,11,11,23.469,31.784,49.851,73.547,0.203,1.572,3.725,2.844,157.486,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.714
2.8,3.2,0.8,40,8,2,11,11,23.0,31.0,48.0,72.0,0.2,1.6,5.0,3.0,150.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.3
2.8,3.2,0.8,40,8,2,11,11,23.144,31.922,48.221,70.898,0.206,1.532,4.726,2.812,144.396,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.237
2.8,3.2,0.8,40,8,2,11,11,22.482,30.614,47.003,72.915,0.195,1.692,5.192,2.953,152.396,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.318
2.8,3.2,0.8,40,8,2,11,11,23.583,31.296,47.705,73.001,0.192,1.555,5.426,2.946,147.162,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.504
2.8,3.2,0.8,40,8,2,11,11,22.613,30.705,45.973,70.74,0.195,1.639,4.927,3.099,149.266,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.244
2.8,3.2,0.8,40,8,2,11,11,23.844,31.193,49.216,70.81,0.191,1.595,5.018,2.956,145.683,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.315
2.8,3.2,0.8,40,8,2,11,11,23.177,31.111,49.415,73.233,0.199,1.659,5.278,3.136,144.179,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.158
2.8,3.2,0.8,40,8,2,11,11,22.851,30.665,48.379,69.913,0.206,1.583,5.115,3.165,140.812,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.404
2.8,3.2,0.8,40,8,2,11,11,23.168,30.95,48.549,72.035,0.191,1.683,4.878,3.216,154.588,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.417
2.8,3.2,0.8,40,8,2,11,11,23.737,30.743,46.903,68.892,0.186,1.653,5.172,2.792,147.663,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.146
2.8,3.2,0.8,40,8,2,11,11,23.0,31.0,48.0,72.0,0.2,1.6,2.0,5.0,105.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.4
2.8,3.2,0.8,40,8,2,11,11,22.644,31.188,48.034,69.993,0.207,1.555,2.014,4.868,101.415,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.432
2.8,3.2,0.8,40,8,2,11,11,22.14,30.978,49.112,73.281,0.196,1.575,1.892,4.943,96.883,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.621
2.8,3.2,0.8,40,8,2,11,11,23.027,30.934,47.051,73.416,0.191,1.691,1.906,5.236,113.38,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.494
2.8,3.2,0.8,40,8,2,11,11,23.221,31.222,47.818,70.535,0.202,1.682,1.993,5.167,110.191,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.584
2.8,3.2,0.8,40,8,2,11,11,22.77,29.669,47.608,71.776,0.196,1.636,1.984,4.651,96.898,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.528
2.8,3.2,0.8,40,8,2,11,11,22.674,30.628,48.943,73.007,0.188,1.606,1.916,4.666,100.912,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.56
2.8,3.2,0.8,40,8,2,11,11,23.294,31.983,47.421,71.899,0.199,1.641,1.968,4.989,103.134,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.217
2.8,3.2,0.8,40,8,2,11,11,23.227,30.968,47.086,75.065,0.189,1.643,2.017,4.983,102.926,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.505
2.8,3.2,0.8,40,8,2,11,11,23.186,29.99,47.31,70.758,0.182,1.57,1.867,5.161,104.324,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.252
2.8,3.2,0.8,40,8,2,11,11,23.0,31.0,48.0,72.0,0.2,1.6,3.5,5.0,105.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.6
2.8,3.2,0.8,40,8,2,11,11,23.434,31.155,47.529,73.22,0.188,1.559,3.378,5.094,110.547,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.614
2.8,3.2,0.8,40,8,2,11,11,22.98,31.843,49.869,71.879,0.192,1.536,3.433,5.245,97.72,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.689
2.8,3.2,0.8,40,8,2,11,11,23.205,30.232,47.073,73.395,0.211,1.572,3.58,5.247,108.965,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.458
2.8,3.2,0.8,40,8,2,11,11,23.23,30.818,47.751,73.016,0.216,1.672,3.422,5.197,108.378,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.733
2.8,3.2,0.8,40,8,2,11,11,23.002,30.469,47.956,70.329,0.194,1.475,3.542,5.082,107.049,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.756
2.8,3.2,0.8,40,8,2,11,11,22.782,30.387,48.681,71.243,0.206,1.563,3.278,4.719,103.72,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.685
2.8,3.2,0.8,40,8,2,11,11,23.1,31.718,48.966,73.765,0.196,1.511,3.445,5.196,107.646,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.611
2.8,3.2,0.8,40,8,2,11,11,23.404,31.433,46.132,72.692,0.191,1.669,3.685,4.626,111.479,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.384
2.8,3.2,0.8,40,8,2,11,11,23.055,31.655,47.569,69.636,0.21,1.54,3.729,5.32,101.026,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.663
2.8,3.2,0.8,40,8,2,11,11,23.0,31.0,48.0,72.0,0.2,1.6,5.0,5.0,105.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.5
2.8,3.2,0.8,40,8,2,11,11,22.5,30.937,48.515,72.463,0.194,1.594,4.71,5.151,101.75,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.464
2.8,3.2,0.8,40,8,2,11,11,23.646,31.56,49.518,69.568,0.195,1.461,4.871,5.125,104.754,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.673
2.8,3.2,0.8,40,8,2,11,11,22.406,30.192,49.952,70.711,0.199,1.661,4.822,4.903,106.629,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.623
2.8,3.2,0.8,40,8,2,11,11,22.89,31.828,48.286,73.851,0.191,1.6,4.847,5.194,102.661,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.556
2.8,3.2,0.8,40,8,2,11,11,23.127,31.547,47.595,70.018,0.212,1.522,4.527,5.135,97.259,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.462
2.8,3.2,0.8,40,8,2,11,11,23.215,31.42,48.174,71.026,0.191,1.634,5.042,4.897,103.793,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.569
2.8,3.2,0.8,40,8,2,11,11,23.145,31.386,47.576,73.889,0.186,1.527,4.879,4.888,107.469,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.288
