plant.name,plant.cultivar,model.name,model.weight,model.dimensions.length,model.dimensions.width,model.dimensions.height,model.tank_volume,model.rotors.power,model.rotors.number,model.nozzles.type,model.nozzles.number,model.particle_diameter.min,model.particle_diameter.max,model.swath_width.min,model.swath_width.max,model.water_pump.type,model.water_pump.flow_rate,model.water_pump.number,experiment.weather.temperature.min,experiment.weather.temperature.max,experiment.weather.humidity.min,experiment.weather.humidity.max,experiment.weather.velocity.min,experiment.weather.velocity.max,experiment.params.height,experiment.params.flight_speed,experiment.params.spray_volume,experiment.params.atomization_diameter,experiment.results.coverage.value,experiment.results.coverage.max,experiment.results.coverage.CV,experiment.results.droplet_size.value,experiment.results.droplet_size.max,experiment.results.droplet_size.CV,plant.phenotypes.height,model.positioning_mode,experiment.params.flow_rate,plant.genotype,plant.phenotypes.plagiotropic_node_number,plant.phenotypes.plagiotropic_node_distance,plant.phenotypes.orthotropic_branch_length,plant.phenotypes.orthotropic_branch_node_number,plant.phenotypes.diameter,plant.phenotypes.leaf_area
tea,Camellia sinensis,AGRAS T30,36.5,2.9,2.7,0.8,30,3600.0,6,SX11001VS,16,130.0,250.0,4.0,9.0,plunger pump,4.0,1.0,23.974,31.805,47.963,72.242,0.187,1.647,3.353,3.184,94.884,off,12.044,14.155,34.033,274.676,294.073,10.612,,,,,,,,,,
tea,Camellia sinensis,AGRAS T30,36.5,2.9,2.7,0.8,30,3600.0,6,SX11001VS,16,130.0,250.0,4.0,9.0,plunger pump,4.0,1.0,23.066,32.251,47.996,69.797,0.201,1.603,3.81,2.808,91.64,off,12.214,14.279,34.853,271.372,293.887,10.479,,,,,,,,,,
tea,Camellia sinensis,AGRAS T30,36.5,2.9,2.7,0.8,30,3600.0,6,SX11001VS,16,130.0,250.0,4.0,9.0,plunger pump,4.0,1.0,22.995,31.098,46.954,71.346,0.208,1.651,3.331,3.002,87.629,off,12.221,14.489,34.824,268.383,289.372,10.58,,,,,,,,,,
tea,Camellia sinensis,AGRAS T30,36.5,2.9,2.7,0.8,30,3600.0,6,SX11001VS,16,130.0,250.0,4.0,9.0,plunger pump,4.0,1.0,23.166,30.061,50.095,70.978,0.207,1.544,3.302,3.003,91.918,off,12.116,14.207,34.663,277.563,294.437,10.748,,,,,,,,,,
tea,Camellia sinensis,AGRAS T30,36.5,2.9,2.7,0.8,30,3600.0,6,SX11001VS,16,130.0,250.0,4.0,9.0,plunger pump,4.0,1.0,22.744,30.939,49.37,71.026,0.202,1.604,3.761,2.925,84.527,off,12.07,14.141,34.51,272.684,294.954,10.46,,,,,,,,,,
tea,Camellia sinensis,AGRAS T30,36.5,2.9,2.7,0.8,30,3600.0,6,SX11001VS,16,130.0,250.0,4.0,9.0,plunger pump,4.0,1.0,23.61,30.176,48.722,71.196,0.21,1.495,3.235,3.001,87.868,off,11.918,14.199,33.991,269.989,290.475,10.75,,,,,,,,,,
tea,Camellia sinensis,AGRAS T30,36.5,2.9,2.7,0.8,30,3600.0,6,SX11001VS,16,130.0,250.0,4.0,9.0,plunger pump,4.0,1.0,23.734,31.128,46.839,74.09,0.205,1.74,3.658,3.251,86.257,off,11.941,13.974,34.638,275.579,293.326,10.564,,,,,,,,,,
tea,Camellia sinensis,AGRAS T30,36.5,2.9,2.7,0.8,30,3600.0,6,SX11001VS,16,130.0,250.0,4.0,9.0,plunger pump,4.0,1.0,23.0,31.0,48.0,72.0,0.2,1.6,5.0,3.0,90.0,off,11.0,12.2,33.6,266.8,274.7,13.6,,,,,,,,,,
tea,Camellia sinensis,AGRAS T30,36.5,2.9,2.7,0.8,30,3600.0,6,SX11001VS,16,130.0,250.0,4.0,9.0,plunger pump,4.0,1.0,22.467,31.529,46.645,71.628,0.204,1.496,5.214,2.974,95.697,off,10.81,11.904,33.408,264.514,272.993,13.841,,,,,,,,,,
tea,Camellia sinensis,AGRAS T30,36.5,2.9,2.7,0.8,30,3600.0,6,SX11001VS,16,130.0,250.0,4.0,9.0,plunger pump,4.0,1.0,23.285,30.743,46.618,73.435,0.195,1.643,4.776,3.207,96.313,off,11.153,12.423,33.496,271.18,274.32,13.518,,,,,,,,,,
tea,Camellia sinensis,AGRAS T30,36.5,2.9,2.7,0.8,30,3600.0,6,SX11001VS,16,130.0,250.0,4.0,9.0,plunger pump,4.0,1.0,22.847,30.056,49.187,71.85,0.203,1.574,5.016,2.989,98.462,off,10.697,12.089,33.537,271.347,278.875,13.445,,,,,,,,,,
tea,Camellia sinensis,AGRAS T30,36.5,2.9,2.7,0.8,30,3600.0,6,SX11001VS,16,130.0,250.0,4.0,9.0,plunger pump,4.0,1.0,22.307,31.331,47.346,69.348,0.207,1.501,4.68,3.026,87.541,off,11.225,12.063,33.888,265.116,275.483,13.521,,,,,,,,,,
tea,Camellia sinensis,AGRAS T30,36.5,2.9,2.7,0.8,30,3600.0,6,SX11001VS,16,130.0,250.0,4.0,9.0,plunger pump,4.0,1.0,22.449,30.766,45.969,69.231,0.195,1.484,5.122,2.884,92.368,off,10.944,12.073,33.155,267.308,280.277,13.515,,,,,,,,,,
tea,Camellia sinensis,AGRAS T30,36.5,2.9,2.7,0.8,30,3600.0,6,SX11001VS,16,130.0,250.0,4.0,9.0,plunger pump,4.0,1.0,22.229,31.884,49.319,72.869,0.195,1.556,4.988,3.116,83.848,off,11.212,12.283,33.519,268.012,272.921,13.762,,,,,,,,,,
tea,Camellia sinensis,AGRAS T30,36.5,2.9,2.7,0.8,30,3600.0,6,SX11001VS,16,130.0,250.0,4.0,9.0,plunger pump,4.0,1.0,23.486,30.364,46.897,72.069,0.203,1.735,4.725,2.937,87.872,off,10.935,12.038,33.876,261.089,274.237,13.465,,,,,,,,,,
tea,Camellia sinensis,AGRAS T30,36.5,2.9,2.7,0.8,30,3600.0,6,SX11001VS,16,130.0,250.0,4.0,9.0,plunger pump,4.0,1.0,22.356,30.825,47.661,73.843,0.184,1.511,4.601,3.081,91.656,off,10.832,11.984,33.557,261.045,270.958,13.657,,,,,,,,,,
tea,Camellia sinensis,AGRAS T30,36.5,2.9,2.7,0.8,30,3600.0,6,SX11001VS,16,130.0,250.0,4.0,9.0,plunger pump,4.0,1.0,22.85,31.944,49.502,71.152,0.203,1.727,5.088,2.968,92.135,off,11.118,12.271,33.859,266.128,272.081,13.511,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.0,31.0,48.0,72.0,0.2,1.6,2.0,3.0,60.0,medium,5.2,6.6,67.6,220.4,228.5,13.9,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.493,31.268,47.36,75.031,0.196,1.581,2.0,2.955,62.369,medium,5.189,6.526,68.018,220.052,228.904,13.782,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.337,31.632,49.554,72.849,0.194,1.601,1.946,3.209,55.118,medium,5.248,6.604,67.978,220.127,233.171,13.708,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.398,31.237,47.902,70.076,0.2,1.652,1.956,3.226,58.328,medium,5.146,6.618,67.585,220.04,233.156,13.629,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.681,30.526,46.25,72.843,0.212,1.659,2.095,3.018,62.694,medium,5.175,6.549,66.58,215.172,231.307,13.982,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.758,30.329,47.077,71.544,0.184,1.481,2.02,2.731,56.863,medium,5.154,6.702,68.521,223.078,227.515,13.709,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,22.384,30.976,48.772,70.209,0.208,1.637,1.931,2.73,62.51,medium,5.167,6.665,68.263,218.433,230.676,14.178,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,22.514,30.061,46.739,72.545,0.21,1.587,2.051,3.014,58.537,medium,5.178,6.639,68.227,221.747,232.429,13.989,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.635,30.659,47.957,74.706,0.192,1.681,1.887,2.832,63.175,medium,5.234,6.591,66.7,222.104,227.67,13.643,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.185,31.159,48.297,71.835,0.215,1.666,2.091,2.839,56.322,medium,5.268,6.548,67.574,220.792,230.01,13.635,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.0,31.0,48.0,72.0,0.2,1.6,3.5,3.0,60.0,medium,5.7,6.1,63.2,220.4,223.8,14.6,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,22.893,31.492,49.984,71.222,0.19,1.648,3.657,2.855,62.673,medium,5.628,6.196,62.0,217.647,229.572,14.592,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,22.972,31.64,47.175,71.901,0.206,1.615,3.272,3.067,58.562,medium,5.784,6.033,63.166,223.234,223.234,14.589,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,22.944,31.386,48.898,74.633,0.186,1.655,3.547,2.837,60.108,medium,5.829,6.033,62.7,220.461,225.66,14.251,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.651,31.757,48.006,72.882,0.205,1.628,3.342,2.852,55.722,medium,5.641,6.031,64.14,217.506,222.462,14.6,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.089,31.24,47.741,69.573,0.213,1.496,3.307,3.082,56.648,medium,5.748,6.127,62.497,221.92,228.364,14.867,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.656,30.067,49.266,73.389,0.194,1.685,3.541,2.993,61.687,medium,5.573,6.101,62.807,222.601,225.778,14.672,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,22.592,31.783,47.352,71.912,0.211,1.653,3.574,3.093,60.058,medium,5.809,5.994,62.57,223.05,225.734,14.88,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.696,30.411,47.255,71.65,0.185,1.543,3.386,2.987,58.412,medium,5.662,6.175,63.029,219.426,225.6,14.444,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,22.644,31.054,49.357,73.784,0.199,1.53,3.835,3.241,60.347,medium,5.813,6.039,62.737,222.961,222.961,14.651,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.0,31.0,48.0,72.0,0.2,1.6,5.0,3.0,60.0,medium,6.2,6.9,43.5,216.9,223.8,11.6,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.419,31.386,49.795,71.428,0.214,1.518,4.854,2.87,57.354,medium,6.253,6.955,43.062,213.205,227.854,11.597,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,22.743,30.346,46.917,74.471,0.213,1.522,5.21,2.779,59.258,medium,6.323,6.734,43.967,215.747,220.738,11.662,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.555,30.053,46.608,71.19,0.208,1.478,4.913,2.916,59.541,medium,6.293,6.906,43.955,221.107,223.297,11.521,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,22.454,31.79,47.408,70.734,0.198,1.707,5.251,3.045,57.546,medium,6.159,6.922,42.949,217.261,226.164,11.865,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,22.497,30.528,47.222,70.999,0.199,1.629,4.863,3.004,64.595,medium,6.112,6.906,43.699,216.858,221.17,11.797,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.254,31.935,47.646,69.215,0.191,1.46,5.262,2.931,56.676,medium,6.2,6.727,43.924,216.235,223.804,11.7,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.471,30.51,48.815,72.187,0.189,1.528,4.986,2.829,64.222,medium,6.238,6.922,43.915,217.815,220.714,11.609,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,22.35,31.734,49.269,75.17,0.205,1.622,4.881,3.073,62.944,medium,6.197,6.841,42.715,212.2,225.957,11.492,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,22.581,30.837,47.037,71.342,0.2,1.638,5.232,3.078,56.555,medium,6.082,6.864,43.311,219.097,220.309,11.837,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.0,31.0,48.0,72.0,0.2,1.6,2.0,3.0,105.0,medium,10.9,11.3,40.6,354.2,363.5,13.7,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,24.044,29.94,48.044,70.786,0.202,1.585,1.876,3.134,101.706,medium,11.12,11.411,40.837,362.116,362.116,13.468,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,22.407,30.087,46.201,69.411,0.216,1.628,1.954,3.169,108.601,medium,10.836,11.252,40.228,350.759,356.436,13.598,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.221,30.188,48.141,69.667,0.182,1.531,1.986,3.15,104.516,medium,10.778,11.226,40.292,357.993,370.687,13.61,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,22.503,30.277,47.951,71.236,0.196,1.609,1.994,3.108,111.593,medium,10.837,11.404,40.802,348.655,371.257,13.702,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,22.817,31.542,47.859,72.804,0.215,1.638,2.141,3.166,96.192,medium,10.808,11.169,39.794,348.67,357.929,13.723,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,22.354,31.568,47.39,71.189,0.196,1.57,2.049,3.015,106.351,medium,11.064,11.385,40.703,352.343,369.27,13.436,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.202,30.759,46.661,69.49,0.212,1.649,2.087,2.958,104.136,medium,10.67,11.418,40.764,358.389,373.116,13.719,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,22.625,31.928,46.739,70.621,0.205,1.536,2.114,3.005,110.338,medium,10.836,11.518,40.845,356.242,362.711,13.767,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.205,30.7,47.665,73.298,0.193,1.618,2.122,2.741,101.798,medium,10.681,11.301,40.885,360.568,360.742,13.576,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.0,31.0,48.0,72.0,0.2,1.6,3.5,3.0,105.0,medium,10.7,11.1,43.7,321.9,332.3,13.0,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,22.244,29.997,48.364,72.913,0.214,1.599,3.665,3.147,104.511,medium,10.414,11.134,44.21,320.987,340.357,13.162,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.435,30.683,50.037,70.598,0.188,1.636,3.36,2.992,97.812,medium,10.943,10.943,44.056,325.878,334.303,12.836,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,22.661,29.879,50.078,70.148,0.215,1.679,3.557,3.013,106.472,medium,10.704,11.154,43.355,319.017,327.78,13.189,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.574,31.722,49.516,73.463,0.182,1.603,3.394,3.232,99.311,medium,10.699,11.253,43.12,323.183,328.86,12.799,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.192,30.614,49.101,73.422,0.183,1.579,3.414,3.044,110.476,medium,10.552,11.146,44.416,318.306,329.928,13.058,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,22.495,31.278,47.798,70.61,0.203,1.55,3.42,3.067,107.179,medium,10.925,11.191,43.974,326.209,331.967,13.205,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,22.262,31.362,46.676,74.04,0.199,1.722,3.571,3.025,101.498,medium,10.638,10.852,44.045,328.278,328.278,12.936,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,22.304,30.097,48.74,70.409,0.204,1.64,3.221,3.134,104.992,medium,10.666,11.238,43.217,324.156,333.556,12.714,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.005,31.685,48.656,72.119,0.21,1.508,3.348,2.751,100.386,medium,10.687,11.126,42.734,330.401,330.401,12.994,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.0,31.0,48.0,72.0,0.2,1.6,5.0,3.0,105.0,medium,10.5,11.9,32.8,303.5,312.7,11.6,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,22.516,32.151,49.472,71.73,0.197,1.61,5.214,3.066,113.51,medium,10.605,11.996,33.427,308.653,314.356,11.608,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,22.048,31.081,47.141,72.392,0.207,1.614,4.926,3.095,102.087,medium,10.421,11.945,32.614,300.433,314.781,11.73,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.166,31.599,46.92,70.382,0.186,1.655,4.762,3.021,109.401,medium,10.536,11.762,32.835,303.562,316.13,11.476,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,22.5,29.62,46.233,71.943,0.203,1.52,5.11,2.746,106.294,medium,10.62,11.985,33.068,302.506,316.876,11.588,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,22.348,30.841,47.624,71.049,0.205,1.662,5.295,3.182,105.288,medium,10.428,11.779,32.806,300.731,311.636,11.558,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,22.914,30.956,48.472,70.072,0.211,1.609,4.87,2.972,105.536,medium,10.52,12.012,32.39,303.845,310.596,11.599,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.219,30.687,46.55,72.061,0.214,1.645,4.813,2.912,99.778,medium,10.518,11.792,32.672,302.551,311.409,11.584,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.383,31.956,48.102,69.759,0.207,1.545,4.795,2.711,110.494,medium,10.68,11.901,32.096,301.355,305.789,11.795,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.049,31.017,47.755,71.078,0.197,1.665,5.248,2.995,108.156,medium,10.261,12.097,33.527,305.409,313.813,11.698,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.0,31.0,48.0,72.0,0.2,1.6,2.0,3.0,150.0,medium,12.8,14.0,55.4,448.8,451.2,13.9,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.463,30.34,46.646,72.699,0.187,1.71,1.905,2.987,155.524,medium,12.856,13.886,55.574,456.549,457.252,14.107,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.561,31.48,49.285,71.265,0.208,1.525,2.021,3.179,152.245,medium,12.902,14.158,54.64,449.043,456.713,14.133,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.378,30.886,47.463,70.294,0.201,1.66,1.927,3.205,152.551,medium,12.658,13.885,55.929,443.948,444.663,13.96,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,23.234,30.422,47.609,70.903,0.197,1.678,2.092,2.974,150.071,medium,12.606,13.844,56.426,446.218,446.229,14.179,,,,,,,,,,
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600.0,8,LX8060SZ,2,50.0,300.0,11.0,11.0,magnetic drive impeller pump,6.0,2.0,22.783,31.057,46.003,73.512,0.208,1.58,1.988,3.18,157.501,medium,12.822,13.893,55.343,447.963,447.963,13.752,,,,,,,,,,
