plant.name,plant.cultivar,model.name,model.weight,model.dimensions.length,model.dimensions.width,model.dimensions.height,model.tank_volume,model.rotors.power,model.rotors.number,model.nozzles.type,model.nozzles.number,model.particle_diameter.min,model.particle_diameter.max,model.swath_width.min,model.swath_width.max,model.water_pump.type,model.water_pump.flow_rate,model.water_pump.number,experiment.name,experiment.weather.temperature.min,experiment.weather.temperature.max,experiment.weather.humidity.min,experiment.weather.humidity.max,experiment.weather.velocity.min,experiment.weather.velocity.max,experiment.params.height,experiment.params.flight_speed,experiment.params.spray_volume,experiment.params.atomization_diameter,experiment.results.coverage.value,experiment.results.coverage.max,experiment.results.coverage.CV,experiment.results.droplet_size.value,experiment.results.droplet_size.max,experiment.results.droplet_size.CV
tea,Camellia sinensis,AGRAS T30,36.5,2.9,2.7,0.8,30,3600,6,SX11001VS,16,130,250,4,9,plunger pump,4,1,H3-S1-V3,23.249,31.35,50.117,71.259,0.211,1.544,5.292,2.914,85.313,,11.147,12.124,33.696,273.008,277.104,13.599
tea,Camellia sinensis,AGRAS T30,36.5,2.9,2.7,0.8,30,3600,6,SX11001VS,16,130,250,4,9,plunger pump,4,1,H3-S1-V3,22.52,31.615,48.832,73.482,0.192,1.738,4.618,2.798,89.093,,11.144,12.107,33.542,265.152,272.528,13.406
tea,Camellia sinensis,AGRAS T30,36.5,2.9,2.7,0.8,30,3600,6,SX11001VS,16,130,250,4,9,plunger pump,4,1,H3-S1-V3,22.802,30.145,49.46,73.278,0.181,1.566,5.02,2.902,86.072,,11.169,12.232,33.831,266.329,271.639,13.751
tea,Camellia sinensis,AGRAS T30,36.5,2.9,2.7,0.8,30,3600,6,SX11001VS,16,130,250,4,9,plunger pump,4,1,H3-S1-V3,23.661,31.747,49.743,72.549,0.2,1.687,5.403,3.122,85.747,,11.121,12.21,33.146,268.32,277.484,13.568
tea,Camellia sinensis,AGRAS T30,36.5,2.9,2.7,0.8,30,3600,6,SX11001VS,16,130,250,4,9,plunger pump,4,1,H3-S1-V3,22.278,30.134,47.631,69.231,0.198,1.654,5.037,2.9,84.556,,10.906,12.012,33.048,263.006,277.979,13.446
tea,Camellia sinensis,AGRAS T30,36.5,2.9,2.7,0.8,30,3600,6,SX11001VS,16,130,250,4,9,plunger pump,4,1,H3-S1-V3,23.125,31.817,47.848,73.005,0.207,1.623,5.169,2.839,89.315,,10.914,12.129,33.681,266.025,276.942,13.711
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V1-D2,23.0,31.0,48.0,72.0,0.2,1.6,2.0,3.0,60.0,medium,5.2,6.6,67.6,220.4,228.5,13.9
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V1-D2,23.266,31.581,46.928,73.739,0.208,1.659,1.989,2.791,58.54,medium,5.165,6.674,67.293,219.223,230.099,13.947
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V1-D2,22.176,29.747,47.316,72.06,0.204,1.604,2.029,2.915,59.246,medium,5.28,6.52,67.188,223.749,231.279,14.12
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V1-D2,23.347,30.211,46.868,74.547,0.187,1.693,2.114,2.98,63.096,medium,5.104,6.608,67.517,219.156,233.713,13.819
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V1-D2,23.355,29.822,46.9,70.549,0.194,1.606,1.945,3.069,61.369,medium,5.134,6.456,69.322,224.24,232.548,13.531
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V1-D2,22.784,30.639,49.636,73.272,0.213,1.551,2.044,2.908,59.602,medium,5.201,6.532,68.225,216.983,228.624,13.929
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V1-D2,22.998,31.791,47.206,72.781,0.208,1.639,2.041,2.927,60.089,medium,5.287,6.571,67.154,218.531,229.906,14.085
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V1-D2,22.579,31.505,50.132,71.103,0.21,1.632,2.021,3.199,62.371,medium,5.338,6.604,68.325,219.599,223.905,13.833
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V1-D2,22.799,30.865,48.79,69.438,0.218,1.633,1.928,2.82,57.229,medium,5.136,6.541,67.113,221.833,228.83,13.831
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V1-D2,23.534,29.924,47.567,70.75,0.202,1.521,2.049,2.788,60.83,medium,5.233,6.506,67.564,218.148,229.221,13.886
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V1-D2,23.0,31.0,48.0,72.0,0.2,1.6,3.5,3.0,60.0,medium,5.7,6.1,63.2,220.4,223.8,14.6
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V1-D2,24.118,31.326,48.268,70.81,0.193,1.687,3.435,3.021,62.841,medium,5.745,6.217,64.598,220.223,221.316,14.755
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V1-D2,22.263,30.643,48.527,73.91,0.19,1.684,3.351,3.071,60.149,medium,5.736,6.096,63.788,225.115,226.22,14.537
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V1-D2,22.227,30.038,47.339,69.598,0.194,1.653,3.281,2.876,57.561,medium,5.689,6.044,63.256,225.052,225.052,14.325
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V1-D2,22.551,31.55,47.948,70.29,0.214,1.7,3.645,3.13,58.068,medium,5.765,6.114,63.043,223.767,227.695,14.551
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V1-D2,23.286,31.306,47.616,73.555,0.192,1.542,3.342,3.253,58.784,medium,5.722,6.107,63.41,221.753,223.551,14.544
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V1-D2,23.287,30.372,46.69,74.149,0.19,1.537,3.714,3.246,61.726,medium,5.819,6.094,62.735,220.303,221.528,14.789
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V1-D2,22.581,31.137,46.143,70.28,0.211,1.512,3.506,3.146,59.836,medium,5.611,6.189,63.971,222.343,226.617,14.826
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V1-D2,22.621,32.221,48.513,70.987,0.201,1.56,3.381,3.01,63.352,medium,5.808,6.024,61.863,218.415,225.181,14.365
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V1-D2,23.484,31.574,48.526,72.79,0.21,1.571,3.379,3.189,57.364,medium,5.643,6.168,64.355,220.301,227.982,14.494
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V1-D2,23.0,31.0,48.0,72.0,0.2,1.6,5.0,3.0,60.0,medium,6.2,6.9,43.5,216.9,223.8,11.6
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V1-D2,24.057,30.538,46.838,72.956,0.214,1.615,5.224,2.88,57.412,medium,6.168,6.865,43.262,218.326,225.456,11.776
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V1-D2,23.063,30.564,48.181,72.922,0.192,1.571,5.358,2.968,57.265,medium,6.178,6.898,44.258,216.577,225.529,11.719
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V1-D2,22.774,31.664,46.282,72.55,0.214,1.481,4.816,3.043,64.094,medium,6.179,6.931,43.289,211.963,224.938,11.873
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V1-D2,23.975,31.929,48.999,69.866,0.211,1.541,4.858,3.064,56.077,medium,6.28,6.775,43.808,221.357,221.357,11.774
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V1-D2,22.867,30.968,48.801,71.434,0.192,1.617,4.841,3.092,59.968,medium,6.29,7.029,42.85,221.593,227.705,11.855
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V1-D2,22.628,31.836,48.055,70.879,0.198,1.468,4.85,3.188,58.858,medium,6.165,6.91,43.847,214.674,222.546,11.454
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V1-D2,23.257,29.952,48.401,73.197,0.214,1.634,4.986,3.121,56.5,medium,6.243,6.893,43.585,216.278,223.491,11.816
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V1-D2,23.364,29.8,47.756,71.922,0.209,1.625,5.096,2.999,56.868,medium,6.091,6.801,42.762,214.733,224.486,11.686
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V1-D2,23.237,29.628,50.215,71.624,0.214,1.506,4.828,3.09,60.816,medium,6.234,6.855,43.027,218.263,228.692,11.439
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V2-D2,23.0,31.0,48.0,72.0,0.2,1.6,2.0,3.0,105.0,medium,10.9,11.3,40.6,354.2,363.5,13.7
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V2-D2,23.395,31.273,46.87,70.814,0.205,1.558,1.902,3.089,106.874,medium,11.007,11.117,41.448,351.595,360.252,13.721
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V2-D2,22.967,31.827,47.055,72.602,0.212,1.522,2.091,3.12,108.816,medium,11.133,11.212,40.903,348.215,364.652,13.578
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V2-D2,22.596,31.742,47.373,71.299,0.193,1.659,1.864,2.98,109.554,medium,10.983,11.4,40.213,354.283,363.355,13.607
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V2-D2,23.158,29.793,48.576,71.807,0.207,1.562,2.165,2.777,102.821,medium,10.802,11.19,41.29,357.261,367.552,13.793
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V2-D2,22.164,30.909,49.428,72.028,0.192,1.587,2.035,3.215,113.189,medium,10.799,11.152,40.607,360.976,363.075,13.477
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V2-D2,23.087,31.591,47.519,70.29,0.205,1.657,2.101,2.724,101.158,medium,11.036,11.306,40.623,346.494,361.372,13.543
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V2-D2,22.641,29.863,48.746,74.212,0.208,1.491,2.014,2.908,108.112,medium,11.047,11.309,40.229,350.068,354.953,13.555
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V2-D2,22.766,31.897,49.993,74.474,0.195,1.509,1.832,3.089,109.741,medium,11.086,11.392,39.89,358.251,368.425,13.658
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V2-D2,22.456,31.27,46.817,71.131,0.194,1.706,1.919,2.853,103.948,medium,10.934,11.178,40.493,353.414,365.439,13.756
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D2,23.0,31.0,48.0,72.0,0.2,1.6,3.5,3.0,105.0,medium,10.7,11.1,43.7,321.9,332.3,13.0
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D2,23.411,30.732,48.667,74.503,0.187,1.546,3.52,2.99,108.363,medium,10.605,11.204,43.444,320.699,330.997,12.895
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D2,23.225,31.875,47.515,70.248,0.197,1.696,3.726,2.923,108.735,medium,10.747,11.089,43.24,317.769,329.477,13.215
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D2,22.631,31.474,48.286,72.607,0.183,1.585,3.38,3.195,110.388,medium,10.519,11.163,43.113,319.562,329.109,12.925
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D2,23.467,31.562,47.191,72.922,0.212,1.587,3.359,2.797,99.592,medium,10.662,11.199,44.446,318.331,330.745,12.812
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D2,22.772,31.208,47.12,71.663,0.183,1.555,3.363,3.162,107.403,medium,10.552,11.255,43.175,330.268,336.078,13.149
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D2,22.915,30.459,47.85,69.721,0.193,1.527,3.703,2.982,109.464,medium,10.708,11.339,44.205,318.85,329.955,12.981
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D2,23.077,31.645,48.464,72.79,0.195,1.744,3.349,2.989,101.485,medium,10.888,10.984,44.658,329.567,333.374,12.778
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D2,22.789,31.413,46.962,69.872,0.192,1.524,3.255,3.131,111.118,medium,10.806,11.121,43.981,318.69,332.548,12.959
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D2,23.489,31.975,46.99,72.242,0.198,1.583,3.281,3.029,104.315,medium,10.489,11.231,43.4,326.321,332.296,12.969
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V2-D2,23.0,31.0,48.0,72.0,0.2,1.6,5.0,3.0,105.0,medium,10.5,11.9,32.8,303.5,312.7,11.6
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V2-D2,23.609,31.263,47.635,73.771,0.215,1.526,5.415,2.926,103.005,medium,10.795,11.763,32.806,304.927,305.33,11.654
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V2-D2,23.743,31.975,47.141,73.236,0.194,1.53,4.838,2.779,109.478,medium,10.394,11.655,32.173,309.044,313.412,11.754
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V2-D2,23.394,29.862,48.002,73.74,0.19,1.654,5.194,3.109,98.753,medium,10.555,12.003,33.564,301.964,319.547,11.539
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V2-D2,22.374,31.418,46.371,70.423,0.194,1.581,4.774,3.032,109.835,medium,10.315,11.983,32.519,302.651,313.24,11.681
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V2-D2,22.408,30.782,47.635,73.964,0.191,1.632,4.747,2.852,102.424,medium,10.752,12.06,32.112,299.436,312.309,11.474
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V2-D2,22.946,30.667,46.299,73.523,0.21,1.713,4.745,2.915,100.929,medium,10.707,11.742,33.025,307.682,310.576,11.679
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V2-D2,23.223,31.371,46.588,73.663,0.216,1.701,4.992,2.876,109.064,medium,10.615,11.897,33.334,300.744,314.182,11.607
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V2-D2,22.695,30.525,47.948,72.789,0.215,1.531,4.888,3.071,107.489,medium,10.636,12.069,32.282,309.217,317.552,11.67
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V2-D2,23.167,30.345,46.782,69.73,0.192,1.631,4.986,3.038,106.338,medium,10.455,11.954,33.011,306.375,317.886,11.354
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V3-D2,23.0,31.0,48.0,72.0,0.2,1.6,2.0,3.0,150.0,medium,12.8,14.0,55.4,448.8,451.2,13.9
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V3-D2,23.635,31.785,47.457,74.922,0.195,1.684,1.948,3.167,157.675,medium,12.766,13.824,55.385,446.522,452.693,14.212
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V3-D2,23.54,30.077,46.744,73.854,0.209,1.546,1.981,2.942,150.65,medium,12.982,14.135,54.74,447.381,456.544,13.681
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V3-D2,22.46,31.498,49.856,72.521,0.204,1.569,1.985,2.912,146.473,medium,12.746,14.038,54.326,444.575,450.738,13.758
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V3-D2,23.368,30.287,48.987,73.666,0.194,1.599,1.943,2.896,138.216,medium,12.556,13.717,55.752,451.048,460.013,13.849
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V3-D2,23.294,31.658,46.783,73.586,0.194,1.522,2.053,3.151,155.562,medium,12.786,13.978,55.768,448.365,462.524,14.177
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V3-D2,22.971,31.5,47.751,70.12,0.206,1.545,1.912,2.958,159.185,medium,12.564,13.727,55.806,445.825,446.261,14.133
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V3-D2,23.689,31.005,49.485,71.184,0.194,1.582,2.166,2.928,155.341,medium,13.033,14.207,56.614,451.641,453.222,13.937
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V3-D2,23.502,30.025,48.66,70.808,0.194,1.595,2.051,2.993,147.234,medium,12.834,13.912,55.747,452.496,452.496,14.125
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S1-V3-D2,23.532,30.025,48.15,70.711,0.185,1.489,2.107,2.971,141.171,medium,12.733,14.008,54.822,454.414,454.414,13.891
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V3-D2,23.0,31.0,48.0,72.0,0.2,1.6,3.5,3.0,150.0,medium,12.7,13.7,52.8,409.6,424.6,18.3
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V3-D2,23.04,31.944,47.813,74.624,0.19,1.524,3.572,3.01,142.198,medium,12.747,13.393,51.833,414.833,418.854,18.155
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V3-D2,22.987,31.726,48.379,72.577,0.195,1.677,3.571,2.986,148.161,medium,12.683,13.695,52.831,406.734,429.378,18.321
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V3-D2,23.074,30.229,48.13,72.309,0.209,1.636,3.249,3.098,149.203,medium,12.685,13.544,52.517,412.591,421.611,18.227
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V3-D2,23.779,30.886,47.31,73.971,0.19,1.47,3.708,2.931,141.338,medium,12.514,13.749,53.341,416.929,421.188,18.02
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V3-D2,23.666,31.576,48.396,70.816,0.205,1.565,3.771,3.089,155.75,medium,12.522,13.739,52.948,403.789,413.446,18.516
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V3-D2,23.428,31.685,47.213,73.179,0.209,1.562,3.423,2.756,143.527,medium,12.604,13.908,53.556,415.79,428.674,18.245
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V3-D2,22.832,29.895,46.507,73.759,0.202,1.631,3.656,2.959,153.592,medium,12.762,13.941,52.807,418.0,428.683,18.56
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V3-D2,22.445,31.523,47.846,72.219,0.19,1.697,3.278,3.199,148.595,medium,12.639,13.539,52.347,401.242,423.366,18.151
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V3-D2,23.054,32.029,48.384,72.626,0.206,1.52,3.37,2.762,145.229,medium,12.881,13.863,52.516,410.819,416.602,18.404
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V3-D2,23.0,31.0,48.0,72.0,0.2,1.6,5.0,3.0,150.0,medium,12.3,13.4,38.7,396.9,403.8,15.6
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V3-D2,22.157,31.051,46.485,70.585,0.19,1.56,5.018,3.013,141.727,medium,12.462,13.352,38.386,398.97,398.97,15.703
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V3-D2,23.176,30.495,49.292,71.448,0.206,1.608,5.334,3.113,149.544,medium,12.215,13.252,39.111,396.549,399.465,15.821
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V3-D2,23.389,31.305,47.628,70.176,0.197,1.611,5.397,2.76,156.245,medium,12.489,13.347,39.116,402.139,404.258,15.418
